50.0,1
140.0,2
140.0,4
140.0,5
215.0,7
295.0,9
439.0,11
529.0,13
691.0,14
731.0,17
731.0,20
731.0,21
795.0,23
846.2,25
906.2,27
1089.2,28
1140.4,30
1181.3600000000001,33
1229.3600000000001,35
1261.3600000000001,37
1318.96,38
1359.92,41
1359.92,43
1385.52,45
1423.92,50
1423.92,52
1456.688,54
1456.688,56
1456.688,57
1487.408,58
1581.1039999999998,59
1601.5839999999998,62
1627.7984000000001,66
1652.3744000000002,69
1672.0352000000003,70
1672.0352000000003,72
1688.4192000000003,73
1688.4192000000003,75
1688.4192000000003,76
1708.08,77
1723.8086400000002,78
1744.7801600000003,80
1841.5112960000001,83
1854.618496,85
1915.0754560000003,86
1925.5612160000003,89
1925.5612160000003,91
1941.2898560000003,93
1953.8727680000004,94
1953.8727680000004,96
1970.6499840000004,98
1984.0717568000002,101
1984.0717568000002,103
1996.6546688,105
2006.7209984000003,106
2020.1427712000002,109
2020.1427712000002,111
2028.5313792000004,112
2043.6308736000003,115
2054.36829184,117
2073.6956446720005,119
2073.6956446720005,121
2073.6956446720005,122
2080.406531072,124
2085.7752401919997,125
2095.841569792,127
2103.8946334720004,128
2109.2633425920003,131
2109.2633425920003,133
2109.2633425920003,134
2117.316406272,136
2123.7588572160003,137
2132.348791808,139
2132.348791808,143
2136.6437591040003,145
2143.0862100480003,149
2148.2401708032003,150
2155.1121184768003,152
2167.4816242892803,153
2170.9175981260805,156
2181.3973183283206,159
2186.55127908352,161
2186.55127908352,163
2186.55127908352,164
2192.0488372224004,165
2196.4468837335044,166
2196.4468837335044,168
2199.1956628029443,169
2203.5937093140483,171
2207.7168779182084,173
2215.138581405696,174
2218.4371162890243,176
2221.075944195687,177
2221.075944195687,179
2223.274967451239,180
2227.2332093112323,183
2230.7516465201156,186
2233.5663962872222,190
2236.2052241938845,192
2238.3162865192144,193
2240.075505123656,196
2241.482880007209,201
2244.016154797605,203
2244.016154797605,205
2244.016154797605,206
2246.127217122935,207
2247.8160669831987,208
2247.8160669831987,210
2247.8160669831987,211
2250.067866796884,212
2260.4542934375077,213
2260.4542934375077,215
2262.1431432977715,216
2263.4942231859823,217
2265.295663036931,220
2266.736814917689,221
2267.862714824532,224
2268.763434750006,227
2268.763434750006,229
2270.114514638217,231
2270.114514638217,233
2271.5556665189756,235
2272.7085880235827,236
2273.6093079490565,238
2274.7622294536636,241
2275.684566657349,242
2275.684566657349,244
2276.765430567918,246
2276.765430567918,248
2277.486006508297,250
2278.7830432009796,252
2278.7830432009796,254
2278.7830432009796,255
2279.7053804046654,256
2280.4432501676138,259
2281.3079412960687,261
2283.945249237857,262
2284.52170999016,265
2284.982878592003,268
2285.444047193846,271
2286.13580009661,274
2286.13580009661,276
2286.8736698595585,277
2287.2426047410327,280
2287.796007063244,284
2288.7921312432245,285
2289.382427053583,288
2290.4449595122287,291
2290.740107417408,293
2291.640308528205,294
2291.640308528205,296
2291.640308528205,297
2292.112545176492,299
2292.112545176492,302
2292.5552670342613,303
2292.7913853584046,305
2293.169174677034,307
2293.169174677034,309
2293.169174677034,310
2293.5233521632495,311
