50.0,2
170.0,3
220.0,5
310.0,8
320.0,10
338.0,11
388.0,12
478.0,13
478.0,16
478.0,19
518.0,20
550.0,21
550.0,23
550.0,24
590.0,25
622.0,27
622.0,30
622.0,33
622.0,35
622.0,36
654.0,38
679.6,41
679.6,43
711.6,45
737.2,46
737.2,49
737.2,50
737.2,52
707.2,53
732.8000000000001,54
753.2800000000001,55
753.2800000000001,57
753.2800000000001,58
753.2800000000001,60
753.2800000000001,63
753.2800000000001,65
753.2800000000001,66
778.8800000000001,68
778.8800000000001,73
778.8800000000001,76
799.3600000000001,79
799.3600000000001,81
799.3600000000001,82
819.8400000000001,84
856.7040000000002,85
856.7040000000002,87
886.7040000000002,88
903.0880000000002,90
916.1952000000002,93
916.1952000000002,95
916.1952000000002,96
932.5792000000001,98
962.0704000000001,99
962.0704000000001,101
962.0704000000001,102
962.0704000000001,104
962.0704000000001,107
975.1776000000002,110
985.66336,113
985.66336,115
955.66336,116
968.7705600000002,118
979.2563200000001,119
979.2563200000001,121
979.2563200000001,122
979.2563200000001,124
979.2563200000001,127
989.7420800000001,130
998.1306880000002,131
998.1306880000002,133
998.1306880000002,134
1008.6164480000002,136
1008.6164480000002,141
1008.6164480000002,144
1008.6164480000002,146
1008.6164480000002,147
1017.0050560000002,149
1023.7159424000001,150
1023.7159424000001,153
1023.7159424000001,156
1023.7159424000001,158
1023.7159424000001,159
1032.1045504,161
1047.2040448000002,164
1047.2040448000002,166
1047.2040448000002,167
1053.9149312000002,169
1059.2836403200001,170
1065.99452672,173
1071.36323584,176
1071.36323584,178
1071.36323584,179
1071.36323584,181
1071.36323584,182
1071.36323584,184
1101.36323584,185
1106.7319449600002,187
1111.0269122560003,188
1111.0269122560003,190
1111.0269122560003,192
1111.0269122560003,195
1116.3956213760002,198
1120.690588672,201
1120.690588672,203
1120.690588672,204
1124.9855559680002,205
1128.4215298048002,206
1128.4215298048002,208
1128.4215298048002,209
1132.7164971008003,211
1136.1524709376004,212
1136.1524709376004,215
1136.1524709376004,218
1136.1524709376004,220
1136.1524709376004,221
1136.1524709376004,223
1136.1524709376004,226
1139.5884447744002,229
1142.33722384384,230
1142.33722384384,232
1142.33722384384,233
1145.7731976806401,235
1148.5219767500803,238
1148.5219767500803,240
1148.5219767500803,241
1151.2707558195202,243
1153.4697790750722,244
1153.4697790750722,246
1153.4697790750722,247
1156.2185581445121,249
1158.4175814000641,252
1158.4175814000641,254
1158.4175814000641,255
1158.4175814000641,257
1158.4175814000641,260
1160.6166046556161,262
1162.3758232600576,265
1162.3758232600576,268
1162.3758232600576,271
1162.3758232600576,273
1162.3758232600576,274
1164.5748465156098,276
1166.3340651200513,277
1166.3340651200513,279
1166.3340651200513,280
1168.093283724493,281
1168.093283724493,285
1138.093283724493,286
1138.093283724493,288
1138.093283724493,291
1139.8525023289344,293
1139.8525023289344,295
1139.8525023289344,296
1139.8525023289344,298
1139.8525023289344,301
1141.2598772124877,304
1143.7931520028837,305
1143.7931520028837,307
1143.7931520028837,308
1145.2005268864368,310
1147.7338016768329,313
1148.8597015836754,316
1149.7604215091496,317
1149.7604215091496,320
1149.7604215091496,323
1149.7604215091496,325
1179.7604215091496,326
1180.8863214159921,328
1181.7870413414662,331
1182.6877612669402,334
1183.4083372073196,337
1183.4083372073196,339
1153.4083372073196,340
1154.309057132794,341
1154.309057132794,343
1154.309057132794,344
1154.309057132794,346
1154.309057132794,349
1154.309057132794,352
1155.029633073173,355
1156.3266697658557,356
1156.3266697658557,358
1156.3266697658557,359
1157.0472457062351,361
1157.6237064585387,364
1157.6237064585387,366
1157.6237064585387,367
1157.6237064585387,369
1157.6237064585387,371
1157.6237064585387,373
1157.6237064585387,374
1158.200167210842,376
1158.6613358126847,377
1159.2377965649882,380
1159.698965166831,383
1159.698965166831,385
1159.698965166831,386
1160.1601337686736,388
1160.5290686501478,391
1160.5290686501478,394
1160.5290686501478,397
1160.5290686501478,399
1190.5290686501478,400
1190.9902372519905,402
1191.3591721334647,403
1191.3591721334647,405
1191.3591721334647,406
1191.7281070149388,408
1192.0232549201182,411
1192.0232549201182,414
1192.0232549201182,415
1192.0232549201182,417
1162.0232549201182,418
1162.3921898015924,420
1162.6873377067718,421
1162.6873377067718,423
1162.6873377067718,424
1162.9824856119512,426
1163.2186039360947,427
1163.2186039360947,430
1163.2186039360947,433
1163.2186039360947,435
1163.2186039360947,436
1163.5137518412741,438
1163.7498701654176,439
1163.7498701654176,441
1163.7498701654176,442
1163.9859884895611,444
1164.1748831488758,447
1164.1748831488758,449
1164.1748831488758,450
1164.1748831488758,452
1164.4110014730193,456
1164.5998961323342,457
1164.5998961323342,459
1164.5998961323342,460
